Country,Year,Consumption,Price,Type,Population,Total Consumption,market_value
28,2000,9.016309032346436,14.475029953812417,Espresso,96.12608436281494,866.7024826845438,12545.544397902358
28,2000,7.8323009905615075,7.403412104708389,Latte,73.53198426678473,575.9246332106912,4263.807400911771
28,2000,5.40054538892806,9.58888589804241,Mocha,22.30501902009783,120.45926761894201,1155.0701725597896
28,2000,4.879788145413356,6.156597866001725,Americano,15.271790003298925,74.52309981734028,458.80875730327074
42,2000,7.23070711853301,12.155618799493,Cappuccino,25.12932144600562,181.70276346353705,2208.709527477201
42,2000,5.56543851838597,4.936028606171972,Espresso,37.403087157373626,208.16458197219478,1027.5063314065837
42,2000,6.668180502875546,7.82657713439946,Latte,96.49335583297048,643.4351140224461,5035.894550877786
42,2000,6.2627507354303,4.393096783740324,Mocha,69.39945062324121,434.6314604291627,1909.3780709237146
42,2000,6.502867263617636,10.107711658025035,Americano,75.38189360370839,490.198448185063,4954.784569465943
27,2000,7.396030230129901,6.562669123470863,Cappuccino,61.91395223523499,457.9174623986167,3005.160791581532
27,2000,6.7787506101971795,9.023858211673097,Espresso,128.05971908269103,868.0848988734713,7833.475043128784
27,2000,2.9543966448145,7.790250524046525,Mocha,124.82268564993876,368.7757236809141,2872.8552746608775
49,2000,5.882288697414889,5.810501411836453,Cappuccino,62.87011204327874,369.8201494773862,2148.840500663921
8,2000,4.500891469158201,7.63337721190733,Americano,109.43656631612191,492.5621077461989,3759.9123687188776
8,2000,6.2734591709236245,4.477059780111745,Mocha,68.66657407438824,430.77694886287725,1928.6141519532414
8,2000,6.493308071683532,8.88423132158952,Espresso,54.77522481254164,355.6724094035567,3159.875959848289
3,2000,6.240901130272242,9.824265529324766,Latte,52.51205989643708,327.72257396059786,3219.633586542687
3,2000,6.510955250600709,9.534739572956658,Espresso,90.6342369304531,590.1154608265223,5626.597236956197
3,2000,6.6760482878665135,5.903437427525436,Cappuccino,88.79877123356859,592.8248846585158,3499.704612061532
22,2000,7.934963880775647,4.70994114930239,Americano,71.09281631797248,564.1189296657291,2656.966959933038
22,2000,4.573892130503698,9.513011319696805,Mocha,37.94061281536428,173.53627038268246,1650.8525045284234
22,2000,6.0214650997324695,9.6726980044341,Latte,71.00385853006696,427.54725608513985,4135.535490736007
22,2000,6.990944609287309,7.746959692266557,Espresso,75.48127059538756,527.6853817709813,4087.9573827780823
2,2000,7.296481259077344,12.546454581232588,Americano,100.02920656384542,729.8612310534745,9157.170786014922
2,2000,5.407781812770017,6.455604216259507,Mocha,65.91693058627527,356.46437837808304,2301.192944003877
2,2000,8.001149329487555,9.946774739546196,Latte,26.210621930659585,209.71510008594876,2085.9888600363174
2,2000,6.432701624667246,9.925797558783374,Espresso,73.72758693847965,474.26756828195363,4707.483871463142
2,2000,6.727428022134596,10.475536467881495,Cappuccino,57.08991209983496,384.06827444163065,4023.32121506962
44,2000,5.113631517917779,8.487768553555009,Americano,46.47148930591661,237.63807239931418,2017.0169580383276
44,2000,6.787078892368285,9.121046337822392,Mocha,48.48624836333845,329.0799928369407,3001.553863515997
44,2000,7.134506468950758,12.314861724336268,Latte,65.83896317175414,469.7285086578907,5784.641632100615
44,2000,7.5667380249257015,6.765784977805585,Cappuccino,51.16956852954163,387.18671991152416,2619.6220931832086
30,2000,3.519972073618276,9.969946036320804,Americano,27.31180726953908,96.13679886882218,958.4786968267841
30,2000,4.857941652000884,8.237493680584645,Mocha,66.48731987864963,322.99152056839836,2660.640609564607
30,2000,6.319957714799948,5.427633511621739,Latte,26.039464641525683,164.5683154504707,893.2165038901123
30,2000,2.3114696583149694,6.790437667546431,Espresso,40.810622978461545,94.33251675164554,640.5590750248286
38,2000,8.086413374048814,7.6821781365305775,Americano,111.97321465226057,905.4617004992784,6955.918079041355
38,2000,6.7971095595469695,10.52706266205237,Mocha,41.04895451163015,279.01424112041,2937.200399879545
38,2000,3.817765552799284,10.760881692173896,Latte,63.11105472329815,240.94321072343826,2592.761385127444
38,2000,4.373599296156563,12.068412006010462,Espresso,88.45383949102379,386.8616501402872,4668.805783218061
38,2000,7.451567008958567,14.50419894071202,Cappuccino,111.4642399369147,830.5832529925555,12046.944738227767
3,2000,6.833604807298861,13.581617959791057,Mocha,86.07370143353506,588.1936598982121,7988.62157510879
3,2000,5.647868053841002,9.536387038160822,Americano,105.45538953088422,595.5981256368398,5679.854245276039
40,2000,4.172564003563365,10.722124485381707,Cappuccino,98.12459524805888,409.4311539962753,4389.971801341552
40,2000,7.040371270754075,11.033006432739905,Espresso,73.28974506478907,515.9870155950313,5692.8880622702445
8,2000,4.863742604477324,4.315541310038318,Cappuccino,76.76474922626728,373.3639813338139,1611.2676851264494
21,2000,4.165300055898158,10.467823881355796,Americano,72.18262496945779,300.6622918201583,3147.279918538219
21,2000,5.287199239934452,10.6179930940567,Latte,5.2547338646430255,27.78282489519843,294.9978428706035
21,2000,4.408478665657256,10.07749424803641,Espresso,101.42201919082154,447.1168078306176,4505.817059113449
21,2000,7.489466154175827,10.268492092749486,Cappuccino,55.39390512209275,414.8707775595406,4260.0972988829735
19,2000,7.365878767444779,8.569924719774509,Americano,51.75909657430742,381.2512304788148,3267.294344524844
19,2000,5.682208931760766,7.772270613091604,Mocha,85.59610003814626,486.3749241606427,3780.237529998421
19,2000,9.878927522758742,14.409266124822857,Latte,66.0503454235245,652.5065752921781,9402.140891581757
19,2000,7.382561684729398,10.830135652303136,Espresso,98.60763157965187,727.9769227218505,7884.088824823838
19,2000,6.125279929383471,12.731946977661755,Cappuccino,133.47016898715836,817.5421472684613,10408.903271025789
23,2000,2.286474355341846,9.10553122611657,Mocha,27.347551330118264,62.5294747977102,569.3640853232192
23,2000,6.675477105499216,9.405746872876525,Cappuccino,80.21770617930659,535.4914610556242,5036.697135276018
7,2000,8.691078874812987,8.577686755014453,Latte,59.88809818917284,520.492185024646,4464.618921574438
11,2000,8.027597681936843,7.726236752033864,Americano,80.05804879664163,642.673806940307,4965.449986751716
11,2000,8.319461768447042,9.140622264644165,Cappuccino,11.761975182073536,97.85330284868371,894.4400786876467
24,2000,4.963040171688231,13.67990742544562,Americano,44.796182645408486,222.3252540074455,3041.3888931605375
24,2000,5.2768102724206125,5.9567732242896065,Mocha,71.96217815245782,379.7307609006516,2261.97002897212
24,2000,4.243153428722804,12.4798525160754,Latte,145.25874504919403,616.3551421074593,7692.021271025787
24,2000,9.005227101396688,8.837406145312865,Espresso,36.26219523824842,326.5493033156126,2885.8488198690297
24,2000,8.198798772272792,8.839594644584611,Cappuccino,131.66189941023546,1079.4694192397424,9542.072097304486
33,2000,6.782142672013016,10.297814574669237,Latte,76.48645975917742,518.7420825639236,5341.909778321045
36,2000,7.770664177178418,8.247344398225618,Mocha,96.30644535014022,748.3650449137257,6172.024260997077
36,2000,4.051143758030549,10.099976736747058,Latte,79.27510010480427,321.15482695682476,3243.656281157957
36,2000,3.4290537050150824,9.448688816333863,Espresso,96.65235646785844,331.42612104454844,3131.5422833545385
36,2000,5.812803338991393,10.271671643844893,Cappuccino,80.15483947066198,465.9243185113831,4785.82161063113
40,2000,3.5937099165784696,7.654333377371046,Americano,53.493060950325145,192.23854360531996,1471.4579007353998
11,2000,4.873381204474402,4.8235549236494215,Mocha,103.69686757322572,505.3543653942293,2437.604537385064
33,2000,5.599230382580947,10.584415395445802,Americano,108.51222783269267,607.5849629623586,6430.9316360201565
7,2000,7.070390756108262,8.803042229141571,Espresso,38.29418796279624,270.7548725848268,2383.4665771100754
9,2000,4.121192017736085,12.05485210759302,Americano,93.10540804676144,383.70526445037433,4625.510215854131
41,2000,9.345534185837872,13.105956687785378,Latte,107.02620748208672,1000.2170808044185,13108.801739405835
7,2000,4.649745152029297,11.58958731505831,Cappuccino,72.60413829037374,337.59074003292994,3912.537358366793
41,2000,8.100131835563554,9.788604747520528,Americano,59.788034604339686,484.2909624843873,4740.53281455596
45,2000,6.336121941553247,11.110759473915055,Cappuccino,103.48014200513626,655.6627982737897,7284.911647614164
45,2000,4.433459821028129,11.036020302338454,Latte,49.35317217946103,218.80530589792374,2414.739798148862
45,2000,5.934319608174484,7.869099600113393,Mocha,75.55990455025939,448.39662316439666,3528.4776880351496
48,2000,5.156946282723396,9.006206793346431,Cappuccino,62.067498037774634,320.0787532838436,2882.6954422308086
48,2000,4.180795180413234,8.77921303736813,Espresso,49.20437149457599,205.7133991997856,1806.0017562160726
48,2000,6.83699817761803,13.484490626563682,Latte,3.6171769659114688,24.730632324058625,333.4799797627614
48,2000,2.0105589518746374,5.130641364130261,Mocha,136.0858599914837,273.6086440294361,1403.7878266410169
48,2000,9.267569645523212,12.89339499610248,Americano,144.23879972281495,1336.7431220178617,17235.157080499503
31,2000,9.12078739350136,14.764910818552645,Espresso,15.981109816565974,145.76030494909577,2152.1379034584365
31,2000,5.218225342274383,7.8123776671076515,Latte,110.30435625146542,575.5929871546587,4496.749798190836
31,2000,5.206905435891044,8.32782199557634,Mocha,80.15765356766512,417.37332208974664,3475.8107320657605
10,2000,5.607089691160051,9.13475312980363,Espresso,120.810467773668,677.3951284379574,6187.837269612364
34,2000,6.723498246231319,6.267309860865277,Cappuccino,109.6654079870231,737.3351782729919,4621.108033553179
34,2000,4.420951154901136,7.111757036164685,Mocha,58.773919309550095,259.8366264496217,1847.8949564063919
41,2000,8.662888366576972,8.86557160924065,Espresso,47.1344125845933,408.3201544445125,3619.9915687240277
34,2000,9.364098544391181,11.672878545048956,Americano,77.49232571982982,725.6457744745458,8470.374992169358
46,2000,6.095132425614093,6.559064821357981,Cappuccino,83.3195468110809,507.84367145569047,3330.9795601942997
46,2000,3.480117718904486,10.11576115590598,Americano,24.673691052372465,85.8673494221365,868.6135978450542
41,2000,6.676391084424993,11.793169934561911,Cappuccino,88.30387922306771,589.5512319650306,6952.677863693934
1,2000,5.739254020020239,11.854673447814477,Americano,99.31793032285863,570.0108308655564,6757.29226162858
1,2000,6.44562832576241,12.686639640106865,Mocha,85.00386010686272,547.9032885039396,6951.051578878989
1,2000,6.907643441323998,9.779568369232342,Latte,72.84438233989226,503.1830199074545,4920.91274542175
1,2000,6.57959506448558,9.890146196991044,Espresso,60.726328784556785,399.5546531551984,3951.6539333929613
1,2000,6.050384244916107,8.318089318096137,Cappuccino,92.4720041809722,559.4911571923707,4653.897418211104
5,2000,4.681982685602649,7.889798321227448,Americano,62.35950215194581,291.96610935821144,2303.553719469726
5,2000,6.53334176752558,7.003627184997711,Cappuccino,82.45234041323985,538.6893194520572,3772.7791619823447
13,2000,7.17572547217047,5.235241935508875,Americano,46.72627808292907,335.2949438593949,1755.350150856798
13,2000,6.909027551911135,12.408495577106,Mocha,51.07292912896941,352.8642745088544,4378.5147895618375
13,2000,8.068694852853545,11.007751651295969,Espresso,47.348173460612195,382.0379634936584,4205.379023505068
13,2000,6.297665435159109,5.934247759160558,Cappuccino,81.05593974467833,510.46319004440016,3029.2150416549316
32,2000,6.796250972375718,10.902813066974463,Americano,80.67264106527094,548.271515283965,5977.701841087902
32,2000,5.915685222981581,10.464869218538556,Mocha,62.036997164042944,366.99134740147906,3840.5164548917282
32,2000,7.383324634412909,10.401316426230673,Latte,68.14113024018619,503.1080855191051,5232.986394079334
32,2000,5.297778405528946,7.943661759641941,Espresso,75.24302190752623,398.62085662843384,3166.5092553950026
32,2000,7.234727602008722,10.28881257310941,Cappuccino,104.81206191643756,758.286717370298,7801.869911701384
46,2000,7.180837281254803,7.23446992308163,Mocha,59.88599373819727,430.0315764602386,3111.0505058769745
6,2000,7.361784040116143,8.86283636314339,Cappuccino,77.71527051956602,572.1230381842497,5070.6328670114435
41,2000,5.448339680081557,10.165084509840925,Mocha,93.3275415658487,508.4801479576744,5168.743675566177
6,2000,6.024547707830648,9.912695106400417,Latte,116.6318223478497,702.6539779858493,6965.194649073115
14,2000,4.9450191811710535,9.324267627253244,Cappuccino,61.36733050802039,303.46262645942437,2829.5667439768545
6,2000,5.930146414941787,10.750758593899274,Espresso,51.192002447852204,303.57606978982193,3263.673041195094
39,2000,6.982551382865578,7.25538130125443,Americano,136.23155050793346,951.2438013890927,6901.636489532606
14,2000,7.657096700445057,8.33640348107771,Americano,73.82876220108058,565.3139714478368,4712.685359479612
4,2000,6.752101607264672,7.186981122539357,Cappuccino,107.1076844165662,723.2019680994939,5197.638892514373
4,2000,6.615256509170755,9.615966796185747,Espresso,58.281217421680815,385.54520291117,3707.3898696225074
4,2000,5.043833745205051,6.078499953006228,Latte,76.42464614907841,385.47320921207694,2343.0988840807695
4,2000,7.380692051000012,10.078665965424921,Mocha,81.57414322943104,602.0736305005981,6068.099008406199
18,2000,4.310710506412754,7.735436025503837,Cappuccino,97.35455584277662,419.6673067186043,3246.3096031172604
18,2000,3.1980727260215307,8.63566447178486,Espresso,71.40994263309824,228.37418990167362,1972.1628780065316
18,2000,9.341806472729886,5.167032214742408,Latte,140.4383908243964,1311.9482684231157,6778.878967017758
18,2000,7.198553220048261,9.775644746123913,Mocha,54.38475914390591,391.491583056913,3827.082637062045
18,2000,4.827071154985234,11.841272564668934,Americano,65.9607851828201,318.3974035161683,3770.230438917828
9,2000,7.397481124173662,7.835001908283822,Cappuccino,117.7841900834211,871.3063228681903,6826.68670237203
9,2000,3.6088764867165737,11.366698405276406,Espresso,37.22038962780333,134.32378895420888,1526.8179976964905
9,2000,4.33278389726822,6.179728712298433,Latte,39.66754447043416,171.87089792566815,1062.1155227197644
9,2000,5.010009533535962,11.769074453537122,Mocha,68.78218596021172,344.5994073981041,4055.6160823130585
50,2000,5.263482968434371,11.477703213984736,Mocha,149.49975348237533,786.8894062396196,9031.68306704702
50,2000,9.02924487495599,8.9592306691246,Latte,64.52293304409285,582.5933625055039,5219.5883209877375
14,2000,4.952117594767564,4.917667764322689,Mocha,149.7632779241314,741.6453636581558,3647.165497421091
17,2000,7.760484985574121,7.595247325970725,Latte,55.656200654473636,431.9191095331432,3280.5324617172623
6,2000,6.079140605846974,12.140060924699505,Mocha,16.398948481191525,99.69151360520397,1210.2610488426858
6,2000,5.808198536506482,6.737816388088382,Americano,92.89235513449835,539.5372411448336,3635.302865369654
17,2000,2.180493206058621,4.983930732673303,Cappuccino,8.927426076797222,19.466191908046913,97.01815209863136
17,2000,8.311518457238003,8.491570634556682,Espresso,121.42411908579805,1009.2188069354759,8569.852784815617
35,2000,8.274357638309812,10.943311505336595,Cappuccino,123.843286425227,1024.723642985967,11213.870032078761
35,2000,7.753572484109237,12.35764733320445,Espresso,69.61778348276432,539.786530416636,6670.491578102826
35,2000,6.349607419452288,10.97030050297964,Latte,85.49145117573136,542.8371526851669,5955.086689138121
35,2000,5.187401193522869,12.115486016955277,Mocha,71.05753348740643,368.6039340213634,4465.815808430533
35,2000,6.059619173894854,6.171725322423522,Americano,103.99976364267056,630.1989618496594,3889.4148910125577
20,2000,6.708873147585998,8.116053150005067,Cappuccino,64.92546329959933,435.57669732526216,3535.1636263954974
20,2000,3.379614719011723,10.197278236565143,Espresso,117.06665203350916,395.6401803178712,4034.4530002661368
20,2000,5.867591478022959,7.946622233693629,Latte,99.525289917046,583.9737429650235,4640.618729739144
20,2000,4.87709394543202,8.318277924434742,Mocha,79.66957506649636,388.5560021919512,3232.1168154399256
20,2000,6.1310972250204605,5.655063345359062,Americano,34.7580379270589,213.10490988174675,1205.1217645883123
26,2000,8.172344099472703,5.724548123440934,Cappuccino,135.54374688411446,1107.7101400688143,6341.140003647425
33,2000,9.37493204746458,9.736000052936921,Mocha,38.00372208360429,356.28231208451916,3468.7646093153676
50,2000,5.076980701517137,8.82899110260997,Cappuccino,126.21875688877503,640.810192893794,5657.707491521086
26,2000,6.606148652418275,5.711248668419056,Americano,31.32274097667432,206.92268309310376,1181.7868982811872
1,2001,5.892621691342242,12.71439205639512,Americano,54.33482696663601,320.1745799789268,4070.8251363437103
31,2001,2.0899118613230154,7.299493122133837,Latte,123.57250041733694,258.25563435553573,1885.1352267305442
31,2001,4.118819201459843,8.10368361544283,Espresso,80.7509369564553,332.59850967212134,2695.273093350673
48,2001,5.967123797100608,11.56783111705617,Americano,81.04292317299466,483.59315545217277,5594.123951635025
48,2001,3.791265052328914,13.68779715419397,Mocha,68.20256583282863,258.57400432116526,3539.3085204957847
48,2001,4.5582183123911975,11.906990816199912,Latte,144.8182657669072,660.1132709874516,7859.9626552992695
48,2001,7.546158207372269,10.527226378830463,Espresso,13.475522359685053,101.68842365316588,1070.4970559032956
1,2001,5.304434783627184,11.386667680660246,Mocha,24.890611551158592,132.03062569771822,1503.388858489558
45,2001,5.751847937634097,13.195596995187337,Americano,33.06421040732838,190.18031044089162,2509.542732997624
45,2001,4.574479965667083,8.321790246140802,Espresso,44.49287046146933,203.53174454101222,1693.748486501417
45,2001,5.1811988665841024,8.133904163635925,Cappuccino,3.6062570448895417,18.684734913592628,151.97984311010464
41,2001,5.406537172093612,10.915047168411904,Americano,37.08342541024995,200.49291794907717,2188.389656346715
41,2001,6.865767142319713,9.258339548091007,Mocha,54.69890583189708,375.5499503814791,3476.968957900463
41,2001,6.183148931240768,9.22058176333015,Latte,83.4182483918549,515.7874533900746,4755.860386483021
41,2001,3.798283832491059,13.331784979652706,Espresso,17.209488831697797,65.36652319487318,871.4524321015306
31,2001,7.917615658057701,10.062217420098932,Mocha,80.6861686702809,638.8420724525008,6428.167830123658
45,2001,8.33755491238217,5.070130643653657,Latte,19.844004789236593,165.45047961183488,838.8555466871586
10,2001,5.645706921254627,4.330115365515553,Cappuccino,71.98703761400013,406.4177164979777,1759.835599025637
10,2001,3.578306469736548,6.932573345134591,Latte,137.82379837333704,493.17578940297744,3418.977332080792
46,2001,3.1570267049875795,6.730788846733749,Cappuccino,14.03469712779415,44.307913628858614,298.2272108751638
39,2001,6.7636438616627625,6.464737516067336,Mocha,62.0520377054377,419.69788393004995,2713.236655656668
5,2001,6.79957246235441,9.696852018757557,Cappuccino,43.11920900303377,293.1921861355328,2843.0412420122825
13,2001,7.504413792465893,5.679226944084341,Americano,63.4533546727431,476.1802299843635,2704.3355923674753
13,2001,6.716026976230765,9.07390432273234,Mocha,35.533818510824815,238.64608368718757,2165.451730372315
13,2001,7.806071003626204,11.277726461592316,Cappuccino,92.48290456201786,721.9281196326973,8141.707858149252
32,2001,6.287258543719433,11.43385021050237,Americano,36.554407178214824,229.8270088418301,2627.8075934252893
32,2001,5.173349550393547,11.755705600962187,Mocha,91.60970671670837,473.9290350545679,5571.370211849589
32,2001,5.188310254445988,12.608397219068358,Latte,90.0298134614222,467.10260438775623,5889.415178182174
46,2001,4.470768808855425,7.851482224806976,Espresso,75.86649389160037,339.18155452778757,2663.077946357322
32,2001,5.624741385539653,8.69291213369489,Espresso,77.20349390017562,434.2496872485759,3774.894375336357
32,2001,7.364271945084193,8.221635727957374,Cappuccino,117.12610547692246,862.548492600672,7091.559503861462
46,2001,6.552798826778964,7.892797799798281,Americano,44.25137120728643,289.97033333046693,2288.6772089174838
46,2001,6.61761788900766,8.253674809421458,Mocha,137.031890668691,906.8246910536714,7484.636109111084
10,2001,2.588066214421402,10.3047326288927,Mocha,1.489829023719814,3.855776161553672,39.732742421668775
10,2001,8.423936142937222,8.038574752432812,Espresso,140.7578189929255,1185.7348788155207,9531.618459925425
46,2001,7.5321300638551865,7.110167886098194,Latte,43.40350796741079,326.9208672381129,2324.4622515318015
39,2001,5.625090651827997,13.601586259352144,Americano,94.37383799704132,530.861393894287,7220.55704081306
10,2001,6.765671619588494,7.670882232228061,Americano,58.967144965050196,398.95233917820065,3060.3164101078823
2,2001,6.434912326627279,8.877490342941883,Latte,126.297445415824,812.7129883278218,7214.851705463677
2,2001,2.7299391529097674,12.32567727728748,Mocha,45.61201443725424,124.51802405534592,1534.7689797117132
2,2001,8.108358113562904,10.251789839034522,Americano,50.51083835229097,409.5599659766628,4198.722697674876
22,2001,4.673956779280335,9.53321447302309,Cappuccino,46.636444090068935,217.976724016306,2078.0188601744085
22,2001,5.453619530051751,9.872371153044462,Espresso,85.32349909972444,465.3219010626102,4593.830512930322
22,2001,6.2333048076453,6.9995794405287,Latte,47.50845975201292,296.1347105760454,2072.8184317750042
22,2001,5.017971833105507,6.658819303469993,Mocha,83.33365273549353,418.16592217650225,2784.491314642224
2,2001,6.6325939596459245,9.128121103613143,Espresso,26.77011114289018,177.55527746538345,1620.7460752896538
3,2001,6.122236992896683,8.501166650122435,Cappuccino,63.972972606877626,391.65769943939233,3329.547372737839
3,2001,8.67322096655745,11.929478826990442,Latte,94.64055888039722,820.838479568176,9792.175262387582
3,2001,6.660811740171463,8.542897787868409,Americano,74.01682105557857,493.0121106571681,4211.752069525456
40,2001,4.283661762297206,8.627766774325185,Cappuccino,72.00648368692438,308.45142080715556,2661.2469199333723
40,2001,7.651033679224334,10.602582467578952,Espresso,33.94234706740811,259.6940405646607,2753.427481425609
40,2001,6.279079422389484,8.072229190614772,Latte,110.64839587940537,694.7700656867796,5608.343205002166
40,2001,3.882467184602966,6.60146127524738,Mocha,104.00260618487556,403.7867056259648,2665.58230064952
40,2001,3.36236467401627,10.172463619948156,Americano,24.003333743910083,80.70796143914596,820.9988015798908
3,2001,7.386872050227329,11.253935050159464,Espresso,76.93031639211574,568.2744039720651,6395.323232969702
36,2001,3.252405399422845,5.209009337159202,Cappuccino,127.53492943646042,414.7952931141554,2160.6725548413233
2,2001,8.038779309798722,9.988599090155262,Cappuccino,86.92773450979622,698.7928736250262,6979.961861697917
44,2001,7.78128769684979,5.116403571660136,Mocha,64.22637182791506,499.76387691785544,2556.9936848492325
12,2001,6.337565159088589,8.575141318323729,Mocha,115.90349085911684,734.5459254854817,6298.835115836896
33,2001,6.260118958052161,13.497252212682984,Cappuccino,91.22920078718263,571.1056493757891,7708.356989713122
33,2001,6.699715510860021,10.515303471421392,Espresso,56.42854165397578,378.05517577435234,3975.3649022088716
33,2001,4.512733303850723,7.769933060015607,Latte,40.47737993395273,182.6636204805675,1419.2841036341051
33,2001,8.660962725261674,9.814520553965211,Mocha,61.73280447542419,534.665518487516,5247.485720692192
33,2001,7.134241032017557,10.480031949344125,Americano,70.36643376187939,502.0110990207455,5261.092356662771
38,2001,5.575504298920706,10.08391796537791,Cappuccino,116.11253345502568,647.38592943707,6528.186604383347
44,2001,6.142010819160075,11.570831660108636,Americano,77.20690652423065,474.2056551857052,5486.953808425317
38,2001,6.657683277807987,7.161637734914452,Espresso,78.50876579575646,522.6864971997514,3743.2913418759967
38,2001,3.9297850008751736,12.35529411372603,Americano,25.68070417025893,100.91964606019607,1246.8919089268547
30,2001,7.939011062981104,9.011477264670466,Cappuccino,99.5031250964394,789.9564109418251,7118.674237282938
30,2001,6.762071433698126,12.560724528316586,Latte,107.98524747682578,730.2039572238663,9171.890756175651
30,2001,2.118427382547713,10.9750965407838,Mocha,141.79680069697764,300.3862253541381,3296.7678227833044
30,2001,8.67237771707348,8.570171809507348,Americano,73.97534269439953,641.5421135957849,5498.126136550357
44,2001,7.44782343369411,12.573657005623302,Cappuccino,13.303392429146228,99.08131788142408,1245.814506706157
44,2001,4.820395391500577,8.888492942508321,Espresso,100.14200542051688,482.72406142468543,4290.6894131522695
38,2001,6.96576958736734,9.831004918715712,Mocha,103.55140616075646,721.3152357637204,7091.253630737718
36,2001,8.178089842862208,5.68903160461698,Latte,98.18687349240741,802.9810728106537,4568.184701129057
36,2001,6.273290482721281,7.710605555267424,Mocha,58.66748675924525,368.03818633195,2837.797284081681
